gender,age,internet,family_support,school_support,parental_education,study_time_hours,attendance_pct,absences,failures,math_score,reading_score,writing_score
Female,19,Yes,No,No,Master,18.0,85.6,20,0,89,100,77
Female,15,Yes,Yes,No,Bachelor,14.0,65.1,19,1,63,72,67
Male,17,Yes,No,No,Master,17.0,97.4,7,0,88,76,92
Female,15,Yes,No,No,High School,29.0,99.1,18,0,96,100,100
Female,17,No,No,No,High School,1.0,82.8,12,0,63,76,65
Female,19,Yes,Yes,No,Bachelor,12.0,82.2,28,0,88,81,72
Male,15,Yes,Yes,Yes,Master,27.0,96.9,11,0,100,100,99
Male,16,Yes,Yes,No,No Formal Education,13.0,66.7,10,0,88,79,63
Male,17,No,Yes,Yes,No Formal Education,23.0,83.9,21,0,82,88,83
Male,15,Yes,Yes,Yes,Master,9.0,91.6,4,0,86,84,76
Male,18,Yes,No,No,High School,27.0,65.5,4,1,87,89,89
Male,18,Yes,No,No,Bachelor,0.0,64.7,10,3,47,50,50
Male,18,Yes,No,No,High School,5.0,73.5,25,0,64,68,68
Male,16,Yes,No,No,High School,21.0,67.5,0,0,88,86,73
Female,16,Yes,Yes,No,High School,3.0,95.2,23,2,64,77,63
Female,17,No,No,Yes,High School,22.0,98.9,19,0,96,95,96
Female,17,Yes,No,Yes,High School,28.0,86.4,3,1,98,96,98
Male,18,Yes,Yes,Yes,No Formal Education,14.0,84.2,18,0,78,88,84
Male,15,Yes,Yes,No,Master,28.0,99.9,5,0,99,100,97
Male,18,Yes,Yes,Yes,Master,0.0,77.3,0,0,64,69,64
Female,16,Yes,Yes,No,Bachelor,12.0,91.2,8,0,89,90,72
Female,18,Yes,No,No,No Formal Education,19.0,69.7,29,1,75,72,76
Female,16,Yes,Yes,No,High School,22.0,57.1,22,3,74,72,78
Female,16,No,No,Yes,High School,8.0,99.7,12,0,82,82,72
Male,16,Yes,Yes,Yes,No Formal Education,16.0,67.8,29,0,78,81,72
Male,16,Yes,No,No,Bachelor,16.0,99.6,27,0,100,81,83
Female,17,Yes,No,No,High School,4.0,72.5,10,0,61,63,65
Male,16,Yes,Yes,No,Bachelor,28.0,77.2,2,0,100,93,82
Male,16,Yes,Yes,No,Master,8.0,61.8,29,0,58,60,64
Male,17,Yes,Yes,Yes,High School,29.0,69.1,15,0,92,94,96
Female,16,Yes,No,No,PhD,10.0,81.3,29,0,70,63,71
Male,17,Yes,Yes,Yes,Bachelor,2.0,59.3,7,0,70,60,55
Female,17,Yes,Yes,No,High School,6.0,86.2,15,0,72,72,76
Male,16,Yes,Yes,No,PhD,26.0,70.4,16,0,91,78,88
Male,17,No,Yes,No,High School,0.0,93.0,21,0,73,71,77
Male,16,No,Yes,No,High School,14.0,64.0,12,0,72,69,68
Male,17,No,Yes,No,Master,0.0,61.7,26,2,48,61,52
Female,15,Yes,No,No,Master,0.0,75.3,13,0,58,65,62
Male,17,No,Yes,No,High School,17.0,83.7,5,0,80,87,85
Female,18,Yes,No,No,No Formal Education,23.0,77.0,26,0,86,95,87
Female,15,Yes,No,No,Bachelor,10.0,97.6,21,0,79,88,76
Female,17,No,Yes,No,High School,17.0,59.2,17,1,63,63,66
Female,19,Yes,No,Yes,Master,21.0,78.9,6,0,90,93,94
Female,15,Yes,No,No,Bachelor,23.0,73.8,27,3,83,72,76
Male,15,Yes,No,Yes,Master,4.0,60.4,15,0,63,66,58
Male,19,Yes,Yes,No,High School,24.0,86.5,14,0,91,86,92
Female,15,Yes,Yes,No,High School,29.0,72.9,1,2,76,85,87
Female,19,Yes,Yes,No,Master,2.0,93.5,8,0,72,74,72
Male,16,Yes,No,No,High School,14.0,88.1,29,2,69,73,76
Female,15,Yes,No,No,No Formal Education,29.0,62.1,16,3,75,70,80
Male,15,Yes,No,No,Bachelor,27.0,91.6,19,0,100,98,96
Female,19,Yes,No,Yes,Bachelor,9.0,77.3,26,0,85,89,78
Female,19,Yes,No,No,High School,21.0,90.0,3,0,88,97,90
Female,15,Yes,Yes,Yes,No Formal Education,21.0,84.6,26,0,92,94,88
Male,16,Yes,Yes,Yes,High School,15.0,64.5,14,0,81,88,67
Male,15,Yes,No,No,No Formal Education,23.0,89.0,28,1,87,80,84
Male,18,Yes,Yes,No,PhD,20.0,68.0,28,0,87,87,76
Female,18,Yes,Yes,No,High School,10.0,90.1,23,0,87,82,82
Female,17,Yes,Yes,No,Master,22.0,67.8,7,0,76,81,84
Male,19,Yes,No,Yes,PhD,1.0,60.3,17,1,57,58,61
Male,17,Yes,No,Yes,Bachelor,15.0,81.6,12,2,87,79,68
Female,15,Yes,No,No,Bachelor,28.0,82.0,10,0,76,95,82
Male,19,Yes,No,No,No Formal Education,29.0,98.8,18,0,100,93,93
Male,16,No,No,No,High School,5.0,79.4,16,0,76,74,65
Female,15,Yes,No,Yes,Master,5.0,66.4,4,0,77,76,69
Female,19,No,Yes,No,Bachelor,6.0,91.6,15,0,75,85,77
Male,17,Yes,Yes,No,Master,28.0,98.9,25,0,100,100,100
Male,15,No,No,No,Master,24.0,60.5,21,0,88,82,84
Female,15,Yes,No,Yes,Master,13.0,98.6,26,0,100,83,90
Female,17,Yes,Yes,No,High School,26.0,60.9,11,0,84,83,92
Female,15,Yes,Yes,Yes,High School,8.0,57.1,9,0,66,67,70
Male,15,No,Yes,Yes,Master,24.0,66.6,0,0,90,78,79
Male,16,Yes,Yes,No,Bachelor,5.0,92.4,10,0,74,65,82
Female,17,Yes,No,Yes,High School,7.0,61.4,5,0,67,69,65
Male,18,Yes,Yes,No,Bachelor,10.0,92.5,20,0,85,79,83
Male,18,Yes,Yes,No,Bachelor,26.0,77.1,8,0,89,100,85
Male,15,Yes,Yes,No,Bachelor,3.0,56.9,3,0,64,61,51
Female,18,Yes,Yes,No,No Formal Education,18.0,65.5,29,0,81,73,75
Male,19,Yes,Yes,No,High School,11.0,80.4,20,1,81,75,63
Female,15,No,No,No,No Formal Education,28.0,90.4,15,0,99,95,82
Female,15,Yes,No,No,PhD,5.0,94.7,27,1,78,76,73
Male,15,Yes,Yes,No,High School,10.0,94.2,8,3,71,69,63
Female,15,Yes,Yes,No,Master,24.0,64.8,20,0,82,90,78
Male,17,No,No,No,High School,29.0,82.6,5,0,97,83,90
Male,19,Yes,Yes,Yes,High School,18.0,56.8,4,3,77,68,67
Female,18,Yes,Yes,No,No Formal Education,13.0,61.2,29,0,70,75,77
Female,17,No,No,No,No Formal Education,21.0,61.2,20,0,76,78,77
Female,17,Yes,Yes,Yes,High School,8.0,88.0,27,0,88,61,67
Female,18,Yes,Yes,Yes,Bachelor,7.0,75.9,1,0,60,82,61
Female,16,Yes,Yes,Yes,Master,27.0,57.4,3,0,79,83,88
Male,19,No,No,No,Master,6.0,70.9,16,0,73,59,63
Male,16,No,No,Yes,High School,0.0,56.8,13,0,63,47,55
Male,19,Yes,Yes,Yes,High School,9.0,90.4,26,2,83,77,68
Female,18,Yes,Yes,No,Bachelor,21.0,59.2,11,0,82,79,79
Female,16,Yes,Yes,Yes,Master,5.0,72.6,8,2,60,74,63
Male,15,Yes,Yes,No,Bachelor,25.0,61.2,9,0,85,84,80
Female,17,Yes,No,No,Master,12.0,69.0,20,1,69,76,66
Male,18,Yes,Yes,Yes,Bachelor,19.0,65.3,20,1,79,80,76
Male,15,Yes,Yes,Yes,Master,7.0,88.6,24,1,72,79,74
Male,18,Yes,Yes,Yes,No Formal Education,14.0,58.2,12,0,73,76,67
Female,17,No,Yes,No,High School,29.0,67.7,19,2,81,79,84
Male,18,Yes,Yes,No,High School,3.0,74.4,15,0,73,68,66
Female,18,Yes,Yes,No,Bachelor,21.0,78.3,0,2,84,80,72
Female,16,Yes,Yes,No,Bachelor,14.0,96.7,9,0,81,79,87
Female,15,Yes,Yes,No,PhD,10.0,61.5,9,0,67,67,75
Male,15,Yes,No,No,Master,20.0,79.1,8,2,86,81,81
Male,19,Yes,No,No,Bachelor,24.0,73.2,26,0,81,82,76
Male,19,Yes,Yes,No,PhD,19.0,97.9,25,0,90,87,90
Male,19,Yes,Yes,No,Bachelor,25.0,77.3,2,0,88,96,92
Male,18,Yes,Yes,Yes,No Formal Education,20.0,75.3,8,0,81,89,83
Male,17,Yes,Yes,No,High School,26.0,60.9,11,1,85,86,78
Male,17,Yes,Yes,No,No Formal Education,24.0,67.3,10,0,92,82,70
Female,15,Yes,Yes,Yes,High School,14.0,59.5,28,1,75,75,65
Female,17,Yes,Yes,Yes,Bachelor,6.0,63.0,11,0,65,67,57
Female,17,Yes,No,Yes,Bachelor,22.0,83.8,21,1,75,91,89
Male,15,Yes,Yes,Yes,Bachelor,0.0,75.4,25,0,66,57,59
Female,15,Yes,Yes,No,Bachelor,9.0,68.5,27,0,66,72,71
Male,18,Yes,Yes,No,High School,9.0,69.1,29,1,74,69,68
Male,17,Yes,No,No,High School,28.0,60.0,21,0,85,90,87
Female,17,Yes,Yes,No,High School,27.0,60.9,21,0,89,87,82
Male,17,Yes,No,Yes,High School,11.0,73.6,20,0,77,77,71
