age,tenure_months,monthly_charges,total_charges,support_calls,num_contracts,plan_type,payment_method,region,churned
20.0,7.0,37.84,264.88,9.0,4.0,Basic,Bank Transfer,West,1
22.0,36.0,63.8,2296.8,2.0,5.0,Standard,Cash,East,0
22.0,58.0,66.28,3844.24,6.0,5.0,Standard,Credit Card,East,1
67.0,6.0,68.9,413.4,11.0,5.0,Standard,Bank Transfer,North,1
39.0,54.0,13.95,753.3,1.0,1.0,Basic,Bank Transfer,West,0
22.0,71.0,,,9.0,1.0,Basic,Prepaid,South,0
32.0,13.0,25.07,325.91,6.0,4.0,Basic,Bank Transfer,North,0
65.0,65.0,,,5.0,2.0,Basic,Credit Card,South,0
56.0,69.0,74.95,5171.55,3.0,1.0,Standard,Cash,South,0
36.0,27.0,28.2,761.4,,4.0,Basic,Credit Card,East,0
36.0,4.0,24.08,96.32,10.0,2.0,Basic,Cash,West,0
69.0,59.0,,,3.0,4.0,Basic,Credit Card,South,0
39.0,3.0,26.95,80.85,10.0,5.0,Basic,Bank Transfer,North,1
24.0,36.0,41.45,1492.2,7.0,3.0,Basic,Bank Transfer,South,0
52.0,23.0,81.57,1876.11,11.0,5.0,Standard,Bank Transfer,West,1
30.0,17.0,16.93,287.81,5.0,1.0,Basic,Bank Transfer,East,0
51.0,33.0,43.35,1430.55,13.0,1.0,Basic,Bank Transfer,North,0
59.0,39.0,,,1.0,5.0,Standard,Prepaid,East,0
47.0,9.0,38.44,345.96,3.0,5.0,Basic,Cash,West,0
38.0,9.0,21.8,196.2,12.0,2.0,Basic,Bank Transfer,North,1
49.0,69.0,69.56,4799.64,14.0,4.0,Standard,Credit Card,East,1
40.0,45.0,112.58,5066.1,14.0,1.0,Premium,Credit Card,West,0
49.0,51.0,70.51,3596.01,12.0,3.0,Standard,Credit Card,East,0
28.0,60.0,19.85,1191.0,5.0,1.0,Basic,Prepaid,South,0
57.0,13.0,88.05,1144.65,10.0,3.0,Standard,Credit Card,South,1
26.0,3.0,81.9,245.7,4.0,4.0,Standard,Bank Transfer,North,0
32.0,29.0,30.44,882.76,13.0,4.0,Basic,Bank Transfer,East,0
62.0,6.0,73.15,438.9,1.0,2.0,Standard,Bank Transfer,East,0
45.0,15.0,49.81,747.15,2.0,2.0,Standard,Bank Transfer,East,0
48.0,18.0,68.69,1236.42,7.0,4.0,Standard,Prepaid,North,0
53.0,10.0,36.05,360.5,13.0,2.0,Basic,Cash,North,1
58.0,11.0,131.12,1442.32,11.0,1.0,Premium,Cash,South,1
22.0,67.0,34.92,2339.64,,3.0,Basic,Prepaid,South,0
37.0,6.0,58.84,353.04,3.0,2.0,Standard,Bank Transfer,North,0
56.0,18.0,100.98,1817.64,7.0,4.0,Premium,Bank Transfer,West,0
43.0,54.0,98.13,5299.02,14.0,2.0,Premium,Credit Card,North,0
41.0,15.0,63.54,953.1,0.0,1.0,Standard,Credit Card,East,0
65.0,17.0,129.12,2195.04,9.0,2.0,Premium,Bank Transfer,South,0
68.0,22.0,40.16,883.52,6.0,4.0,Basic,Prepaid,South,1
65.0,53.0,32.64,1729.92,13.0,3.0,Basic,Credit Card,South,1
20.0,63.0,77.2,4863.6,2.0,3.0,Standard,Credit Card,East,0
48.0,20.0,86.38,1727.6,13.0,3.0,Standard,Bank Transfer,South,1
24.0,59.0,31.83,1877.97,11.0,1.0,Basic,Bank Transfer,South,0
53.0,32.0,74.99,2399.68,9.0,4.0,Standard,Bank Transfer,West,0
30.0,52.0,35.96,1869.92,6.0,3.0,Basic,Bank Transfer,East,1
21.0,53.0,59.9,3174.7,3.0,2.0,Standard,Cash,West,0
51.0,33.0,37.49,1237.17,6.0,5.0,Basic,Credit Card,West,0
35.0,65.0,25.12,1632.8,9.0,2.0,Basic,Cash,East,0
66.0,0.0,109.73,0.0,10.0,2.0,Premium,Bank Transfer,South,1
47.0,33.0,25.19,831.27,5.0,5.0,Basic,Credit Card,East,0
23.0,19.0,75.21,1428.99,3.0,4.0,Standard,Prepaid,South,0
40.0,25.0,98.93,2473.25,7.0,4.0,Premium,Bank Transfer,East,0
61.0,24.0,57.04,1368.96,11.0,1.0,Standard,Cash,East,0
33.0,47.0,34.82,1636.54,5.0,1.0,Basic,Cash,South,0
52.0,54.0,41.25,2227.5,0.0,1.0,Basic,Credit Card,South,0
54.0,17.0,113.55,1930.35,0.0,3.0,Premium,Cash,North,0
33.0,21.0,36.81,773.01,2.0,3.0,Basic,Credit Card,North,0
30.0,17.0,36.93,627.81,5.0,2.0,Basic,Credit Card,North,0
56.0,64.0,114.66,7338.24,8.0,3.0,Premium,Prepaid,West,0
65.0,10.0,124.45,1244.5,1.0,4.0,Premium,Credit Card,South,0
38.0,64.0,25.42,1626.88,4.0,1.0,Basic,Cash,East,0
28.0,20.0,16.01,320.2,13.0,1.0,Basic,Prepaid,East,1
45.0,56.0,35.53,1989.68,6.0,2.0,Basic,Bank Transfer,East,0
55.0,40.0,69.62,2784.8,4.0,5.0,Standard,Credit Card,North,0
48.0,1.0,23.61,23.61,4.0,1.0,Basic,Prepaid,North,0
43.0,45.0,34.89,1570.05,,2.0,Basic,Cash,North,0
28.0,34.0,30.31,1030.54,5.0,2.0,Basic,Bank Transfer,North,0
56.0,67.0,50.25,3366.75,6.0,2.0,Basic,Credit Card,North,0
47.0,24.0,,,0.0,3.0,Premium,Cash,West,0
39.0,20.0,76.28,1525.6,10.0,3.0,Standard,Cash,North,0
52.0,23.0,79.21,1821.83,0.0,4.0,Standard,Credit Card,North,0
36.0,53.0,63.88,3385.64,,4.0,Standard,Credit Card,North,0
26.0,4.0,108.95,435.8,5.0,3.0,Premium,Cash,North,1
51.0,45.0,56.45,2540.25,6.0,3.0,Standard,Prepaid,East,1
32.0,28.0,23.44,656.32,3.0,1.0,Basic,Bank Transfer,East,0
68.0,68.0,33.49,2277.32,5.0,2.0,Basic,Credit Card,West,0
34.0,34.0,29.64,1007.76,3.0,2.0,Basic,Cash,East,0
53.0,69.0,26.0,1794.0,1.0,4.0,Basic,Bank Transfer,West,0
28.0,68.0,83.41,5671.88,1.0,4.0,Standard,Bank Transfer,North,0
18.0,33.0,71.06,2344.98,14.0,4.0,Standard,Bank Transfer,North,0
69.0,16.0,62.2,995.2,1.0,5.0,Standard,Credit Card,West,0
19.0,29.0,80.37,2330.73,,3.0,Standard,Bank Transfer,South,0
18.0,20.0,73.07,1461.4,10.0,5.0,Standard,Bank Transfer,East,0
29.0,60.0,76.88,4612.8,0.0,4.0,Standard,Cash,South,0
22.0,70.0,97.95,6856.5,11.0,1.0,Premium,Prepaid,North,0
36.0,1.0,79.31,79.31,0.0,4.0,Standard,Bank Transfer,South,0
57.0,25.0,57.91,1447.75,11.0,3.0,Standard,Cash,East,0
26.0,53.0,39.02,2068.06,10.0,4.0,Basic,Credit Card,West,0
69.0,63.0,,,13.0,2.0,Standard,Credit Card,East,0
67.0,60.0,91.54,5492.4,4.0,2.0,Premium,Credit Card,East,1
38.0,32.0,,,12.0,1.0,Basic,Bank Transfer,East,0
31.0,64.0,47.55,3043.2,12.0,5.0,Basic,Prepaid,East,0
23.0,50.0,31.91,1595.5,11.0,3.0,Basic,Bank Transfer,North,0
41.0,1.0,122.15,122.15,11.0,4.0,Premium,Cash,South,0
47.0,61.0,96.42,5881.62,11.0,4.0,Premium,Cash,North,0
25.0,44.0,64.11,2820.84,11.0,1.0,Standard,Cash,West,0
68.0,69.0,31.7,2187.3,5.0,4.0,Basic,Cash,East,0
33.0,29.0,29.15,845.35,2.0,4.0,Basic,Credit Card,South,1
49.0,17.0,46.62,792.54,4.0,5.0,Basic,Prepaid,West,0
46.0,4.0,115.22,460.88,10.0,4.0,Premium,Cash,South,1
53.0,8.0,71.02,568.16,5.0,2.0,Standard,Prepaid,East,0
39.0,57.0,38.23,2179.11,14.0,4.0,Basic,Cash,North,0
62.0,47.0,50.01,2350.47,11.0,1.0,Standard,Credit Card,East,0
22.0,29.0,63.29,1835.41,12.0,1.0,Standard,Cash,South,0
51.0,45.0,68.44,3079.8,6.0,1.0,Standard,Credit Card,West,0
56.0,41.0,,,3.0,1.0,Standard,Bank Transfer,East,0
58.0,22.0,44.04,968.88,14.0,5.0,Basic,Bank Transfer,South,1
68.0,26.0,65.07,1691.82,0.0,4.0,Standard,Credit Card,East,0
65.0,9.0,49.3,443.7,12.0,1.0,Basic,Prepaid,South,1
30.0,21.0,29.84,626.64,7.0,3.0,Basic,Credit Card,North,0
37.0,67.0,33.29,2230.43,9.0,5.0,Basic,Cash,North,0
29.0,57.0,73.05,4163.85,3.0,3.0,Standard,Bank Transfer,East,0
23.0,31.0,117.41,3639.71,0.0,3.0,Premium,Cash,North,0
57.0,59.0,116.63,6881.17,0.0,5.0,Premium,Bank Transfer,North,0
65.0,20.0,,,6.0,1.0,Standard,Credit Card,West,1
41.0,10.0,79.11,791.1,2.0,3.0,Standard,Cash,North,0
64.0,12.0,48.1,577.2,9.0,5.0,Basic,Bank Transfer,South,1
20.0,36.0,54.46,1960.56,5.0,1.0,Standard,Bank Transfer,North,0
57.0,52.0,50.57,2629.64,1.0,5.0,Basic,Credit Card,South,0
20.0,10.0,78.88,788.8,10.0,2.0,Standard,Credit Card,South,1
51.0,70.0,30.75,2152.5,14.0,3.0,Basic,Credit Card,East,0
69.0,8.0,43.04,344.32,2.0,5.0,Basic,Bank Transfer,South,0
38.0,14.0,58.01,812.14,10.0,1.0,Standard,Prepaid,West,1
55.0,9.0,45.75,411.75,3.0,1.0,Basic,Cash,South,1
58.0,48.0,22.17,1064.16,14.0,1.0,Basic,Credit Card,South,1
44.0,56.0,26.33,1474.48,2.0,5.0,Basic,Bank Transfer,East,0
39.0,17.0,87.98,1495.66,1.0,4.0,Premium,Prepaid,North,0
26.0,56.0,34.68,1942.08,11.0,2.0,Basic,Cash,North,0
54.0,10.0,107.91,1079.1,0.0,2.0,Premium,Credit Card,East,0
65.0,32.0,69.36,2219.52,3.0,4.0,Standard,Credit Card,East,0
37.0,25.0,110.88,2772.0,3.0,1.0,Premium,Cash,West,0
37.0,12.0,58.7,704.4,1.0,3.0,Standard,Credit Card,North,0
27.0,53.0,55.42,2937.26,4.0,5.0,Basic,Credit Card,South,0
35.0,1.0,68.15,68.15,12.0,3.0,Standard,Bank Transfer,North,0
50.0,3.0,105.28,315.84,12.0,4.0,Premium,Credit Card,East,1
59.0,5.0,90.4,452.0,10.0,1.0,Standard,Prepaid,West,1
66.0,4.0,21.6,86.4,7.0,1.0,Basic,Cash,East,0
60.0,65.0,25.04,1627.6,2.0,4.0,Basic,Bank Transfer,East,0
44.0,15.0,,,1.0,2.0,Premium,Prepaid,South,1
19.0,23.0,32.38,744.74,4.0,4.0,Basic,Prepaid,West,0
27.0,50.0,34.91,1745.5,8.0,1.0,Basic,Prepaid,South,0
46.0,8.0,71.98,575.84,14.0,2.0,Standard,Cash,South,1
50.0,14.0,38.83,543.62,0.0,1.0,Basic,Credit Card,West,0
36.0,66.0,19.65,1296.9,3.0,2.0,Basic,Bank Transfer,East,0
48.0,67.0,44.63,2990.21,10.0,5.0,Basic,Bank Transfer,East,0
68.0,66.0,70.07,4624.62,12.0,4.0,Standard,Cash,East,0
56.0,16.0,27.49,439.84,0.0,2.0,Basic,Credit Card,East,0
34.0,31.0,76.98,2386.38,7.0,2.0,Standard,Cash,South,0
69.0,41.0,71.74,2941.34,13.0,2.0,Standard,Prepaid,North,1
33.0,23.0,44.06,1013.38,11.0,4.0,Basic,Prepaid,West,1
25.0,4.0,32.55,130.2,14.0,5.0,Basic,Bank Transfer,North,0
52.0,16.0,36.71,587.36,4.0,3.0,Basic,Credit Card,East,0
56.0,1.0,98.79,98.79,12.0,1.0,Premium,Prepaid,East,0
64.0,41.0,44.41,1820.81,5.0,3.0,Basic,Cash,West,0
22.0,71.0,,,1.0,4.0,Premium,Bank Transfer,South,0
51.0,16.0,36.02,576.32,1.0,1.0,Basic,Cash,South,1
68.0,4.0,28.52,114.08,10.0,3.0,Basic,Cash,West,1
47.0,17.0,72.26,1228.42,10.0,3.0,Standard,Credit Card,West,1
62.0,43.0,36.01,1548.43,9.0,4.0,Basic,Prepaid,West,0
24.0,66.0,34.08,2249.28,14.0,2.0,Basic,Bank Transfer,North,0
18.0,69.0,63.42,4375.98,1.0,3.0,Standard,Credit Card,North,0
31.0,4.0,13.77,55.08,5.0,1.0,Basic,Cash,East,0
65.0,7.0,29.71,207.97,2.0,3.0,Basic,Prepaid,North,1
59.0,13.0,57.98,753.74,5.0,3.0,Standard,Cash,North,0
56.0,22.0,,,13.0,2.0,Basic,Prepaid,South,1
25.0,5.0,30.99,154.95,11.0,1.0,Basic,Cash,West,0
66.0,32.0,41.7,1334.4,5.0,5.0,Basic,Bank Transfer,North,0
66.0,2.0,22.58,45.16,10.0,2.0,Basic,Bank Transfer,East,0
37.0,71.0,105.65,7501.15,11.0,3.0,Premium,Credit Card,West,0
67.0,7.0,41.68,291.76,11.0,1.0,Basic,Prepaid,North,1
30.0,42.0,24.75,1039.5,13.0,3.0,Basic,Bank Transfer,South,0
51.0,66.0,40.77,2690.82,2.0,4.0,Basic,Bank Transfer,West,0
44.0,38.0,36.41,1383.58,7.0,5.0,Basic,Cash,East,0
33.0,68.0,20.63,1402.84,12.0,1.0,Basic,Bank Transfer,East,0
28.0,24.0,108.28,2598.72,8.0,5.0,Premium,Bank Transfer,North,1
66.0,70.0,84.03,5882.1,13.0,5.0,Standard,Prepaid,North,0
61.0,7.0,90.65,634.55,12.0,4.0,Premium,Credit Card,North,1
59.0,24.0,64.95,1558.8,10.0,3.0,Standard,Cash,North,0
36.0,43.0,43.62,1875.66,14.0,3.0,Basic,Credit Card,South,0
56.0,70.0,130.9,9163.0,0.0,3.0,Premium,Cash,South,0
67.0,63.0,24.81,1563.03,13.0,5.0,Basic,Prepaid,East,0
25.0,66.0,106.33,7017.78,8.0,4.0,Premium,Bank Transfer,North,0
58.0,29.0,37.75,1094.75,12.0,4.0,Basic,Credit Card,West,1
49.0,23.0,96.42,2217.66,6.0,1.0,Premium,Credit Card,East,1
42.0,63.0,35.57,2240.91,0.0,2.0,Basic,Bank Transfer,West,0
60.0,42.0,82.35,3458.7,14.0,2.0,Standard,Bank Transfer,South,0
49.0,3.0,114.22,342.66,,3.0,Premium,Bank Transfer,West,0
30.0,45.0,62.4,2808.0,8.0,2.0,Standard,Cash,East,0
53.0,44.0,,,6.0,4.0,Standard,Credit Card,North,0
31.0,12.0,33.9,406.8,6.0,3.0,Basic,Credit Card,West,0
37.0,40.0,31.04,1241.6,3.0,3.0,Basic,Bank Transfer,North,0
41.0,55.0,37.74,2075.7,7.0,5.0,Basic,Credit Card,East,0
44.0,44.0,126.97,5586.68,,4.0,Premium,Cash,West,0
59.0,44.0,72.18,3175.92,4.0,5.0,Standard,Bank Transfer,North,0
31.0,4.0,44.21,176.84,3.0,3.0,Basic,Cash,South,0
23.0,23.0,71.7,1649.1,14.0,2.0,Standard,Credit Card,West,0
53.0,43.0,37.64,1618.52,13.0,3.0,Basic,Prepaid,East,1
54.0,53.0,85.58,4535.74,9.0,3.0,Premium,Prepaid,East,1
25.0,44.0,24.74,1088.56,9.0,2.0,Basic,Cash,East,0
47.0,32.0,71.42,2285.44,10.0,4.0,Standard,Bank Transfer,East,0
43.0,59.0,72.49,4276.91,3.0,4.0,Standard,Cash,North,0
54.0,9.0,87.73,789.57,9.0,3.0,Standard,Bank Transfer,North,0
22.0,21.0,107.35,2254.35,6.0,5.0,Premium,Cash,West,0
26.0,30.0,20.52,615.6,2.0,4.0,Basic,Bank Transfer,East,0
23.0,71.0,34.85,2474.35,1.0,1.0,Basic,Cash,West,0
68.0,8.0,27.44,219.52,10.0,1.0,Basic,Prepaid,West,0
53.0,41.0,85.79,3517.39,7.0,3.0,Standard,Credit Card,South,0
26.0,29.0,39.54,1146.66,3.0,4.0,Basic,Bank Transfer,South,0
18.0,15.0,,,1.0,5.0,Basic,Bank Transfer,East,0
60.0,18.0,32.04,576.72,2.0,1.0,Basic,Prepaid,East,0
43.0,33.0,99.38,3279.54,8.0,5.0,Premium,Prepaid,North,0
18.0,5.0,47.81,239.05,6.0,3.0,Basic,Bank Transfer,South,1
52.0,41.0,24.78,1015.98,14.0,2.0,Basic,Cash,North,0
55.0,10.0,37.32,373.2,7.0,2.0,Basic,Credit Card,North,0
39.0,54.0,62.69,3385.26,14.0,5.0,Standard,Bank Transfer,East,0
33.0,7.0,58.13,406.91,8.0,2.0,Standard,Cash,East,0
26.0,12.0,17.76,213.12,8.0,3.0,Basic,Cash,East,1
37.0,53.0,30.14,1597.42,14.0,4.0,Basic,Prepaid,East,0
57.0,51.0,31.61,1612.11,0.0,2.0,Basic,Bank Transfer,North,0
63.0,62.0,47.01,2914.62,5.0,5.0,Basic,Bank Transfer,West,0
29.0,16.0,103.38,1654.08,2.0,5.0,Premium,Cash,East,0
38.0,18.0,36.81,662.58,10.0,5.0,Basic,Bank Transfer,North,0
41.0,21.0,23.24,488.04,8.0,4.0,Basic,Prepaid,North,0
45.0,29.0,58.08,1684.32,4.0,2.0,Standard,Prepaid,North,0
38.0,69.0,51.97,3585.93,6.0,3.0,Standard,Bank Transfer,East,0
50.0,64.0,36.93,2363.52,11.0,2.0,Basic,Bank Transfer,North,0
51.0,70.0,80.54,5637.8,5.0,1.0,Standard,Credit Card,South,0
18.0,24.0,64.44,1546.56,9.0,4.0,Standard,Cash,West,1
18.0,69.0,68.25,4709.25,10.0,4.0,Standard,Prepaid,North,0
53.0,44.0,78.33,3446.52,6.0,4.0,Standard,Cash,South,0
59.0,64.0,119.39,7640.96,11.0,1.0,Premium,Bank Transfer,South,0
67.0,51.0,38.6,1968.6,6.0,4.0,Basic,Prepaid,North,0
45.0,57.0,41.88,2387.16,10.0,3.0,Basic,Cash,West,0
38.0,43.0,38.8,1668.4,6.0,3.0,Basic,Prepaid,South,0
27.0,67.0,33.38,2236.46,6.0,2.0,Basic,Prepaid,West,0
61.0,71.0,63.66,4519.86,8.0,3.0,Standard,Credit Card,West,0
24.0,43.0,109.61,4713.23,3.0,3.0,Premium,Cash,South,0
29.0,4.0,34.68,138.72,12.0,5.0,Basic,Cash,West,1
42.0,24.0,93.14,2235.36,13.0,4.0,Premium,Prepaid,North,1
46.0,7.0,78.49,549.43,3.0,1.0,Standard,Prepaid,South,1
47.0,69.0,57.68,3979.92,4.0,1.0,Basic,Prepaid,South,0
30.0,71.0,,,4.0,5.0,Basic,Credit Card,South,0
30.0,8.0,38.01,304.08,12.0,4.0,Basic,Credit Card,West,1
28.0,40.0,98.39,3935.6,,2.0,Premium,Cash,East,0
34.0,43.0,42.97,1847.71,7.0,2.0,Basic,Credit Card,South,1
51.0,26.0,48.04,1249.04,5.0,4.0,Basic,Prepaid,North,0
29.0,33.0,35.35,1166.55,12.0,4.0,Basic,Credit Card,East,0
19.0,67.0,30.3,2030.1,9.0,5.0,Basic,Bank Transfer,East,0
51.0,12.0,40.86,490.32,0.0,3.0,Basic,Prepaid,South,0
69.0,65.0,44.52,2893.8,14.0,5.0,Basic,Prepaid,South,0
56.0,32.0,33.0,1056.0,2.0,3.0,Basic,Bank Transfer,North,0
54.0,63.0,86.7,5462.1,7.0,1.0,Standard,Prepaid,West,0
38.0,66.0,121.81,8039.46,10.0,3.0,Premium,Bank Transfer,South,0
31.0,2.0,38.87,77.74,12.0,5.0,Basic,Prepaid,North,1
52.0,27.0,32.67,882.09,1.0,3.0,Basic,Bank Transfer,North,0
49.0,29.0,50.69,1470.01,0.0,3.0,Basic,Bank Transfer,South,0
57.0,20.0,115.25,2305.0,12.0,3.0,Premium,Credit Card,West,0
20.0,59.0,14.3,843.7,9.0,1.0,Basic,Cash,East,0
30.0,16.0,48.24,771.84,1.0,4.0,Basic,Credit Card,West,0
52.0,30.0,52.49,1574.7,9.0,1.0,Standard,Bank Transfer,East,0
65.0,50.0,26.74,1337.0,12.0,4.0,Basic,Prepaid,West,0
61.0,49.0,106.99,5242.51,8.0,3.0,Premium,Credit Card,North,0
56.0,3.0,35.74,107.22,7.0,2.0,Basic,Bank Transfer,West,0
60.0,59.0,73.96,4363.64,1.0,1.0,Standard,Bank Transfer,West,0
66.0,70.0,37.09,2596.3,5.0,1.0,Basic,Credit Card,South,0
24.0,48.0,31.95,1533.6,,1.0,Basic,Credit Card,North,0
58.0,40.0,85.01,3400.4,4.0,2.0,Standard,Prepaid,South,0
25.0,20.0,83.11,1662.2,8.0,5.0,Standard,Bank Transfer,North,1
41.0,3.0,82.0,246.0,2.0,1.0,Standard,Credit Card,North,0
52.0,51.0,23.7,1208.7,0.0,1.0,Basic,Credit Card,South,0
35.0,17.0,67.08,1140.36,12.0,2.0,Standard,Cash,South,0
32.0,67.0,93.98,6296.66,7.0,5.0,Standard,Bank Transfer,South,0
30.0,35.0,65.62,2296.7,10.0,5.0,Standard,Credit Card,North,0
66.0,30.0,119.81,3594.3,8.0,3.0,Premium,Cash,North,0
19.0,14.0,33.45,468.3,4.0,3.0,Basic,Cash,West,0
47.0,22.0,66.6,1465.2,14.0,1.0,Standard,Prepaid,North,1
24.0,70.0,34.37,2405.9,10.0,3.0,Basic,Bank Transfer,South,0
47.0,46.0,68.85,3167.1,14.0,5.0,Standard,Cash,East,0
56.0,38.0,43.37,1648.06,6.0,5.0,Basic,Credit Card,West,0
57.0,17.0,25.73,437.41,8.0,1.0,Basic,Bank Transfer,East,0
28.0,27.0,76.03,2052.81,0.0,3.0,Standard,Prepaid,West,0
63.0,24.0,,,13.0,1.0,Basic,Credit Card,North,0
35.0,57.0,19.95,1137.15,5.0,2.0,Basic,Prepaid,East,0
42.0,26.0,31.58,821.08,9.0,5.0,Basic,Bank Transfer,East,1
65.0,34.0,66.17,2249.78,0.0,1.0,Standard,Credit Card,East,0
47.0,60.0,51.86,3111.6,8.0,3.0,Basic,Bank Transfer,North,0
61.0,17.0,91.93,1562.81,9.0,2.0,Standard,Credit Card,South,0
22.0,53.0,34.61,1834.33,5.0,4.0,Basic,Cash,South,0
61.0,16.0,,,5.0,4.0,Basic,Credit Card,North,0
66.0,61.0,74.84,4565.24,11.0,4.0,Standard,Prepaid,West,0
25.0,24.0,23.13,555.12,13.0,2.0,Basic,Cash,West,1
64.0,0.0,73.17,0.0,2.0,4.0,Standard,Prepaid,South,1
46.0,32.0,35.84,1146.88,13.0,3.0,Basic,Bank Transfer,West,0
20.0,13.0,,,,2.0,Standard,Prepaid,North,0
55.0,33.0,50.2,1656.6,7.0,5.0,Basic,Credit Card,North,0
36.0,65.0,59.69,3879.85,9.0,2.0,Standard,Credit Card,North,0
30.0,28.0,29.14,815.92,12.0,3.0,Basic,Credit Card,South,0
64.0,43.0,99.5,4278.5,11.0,3.0,Premium,Cash,North,0
32.0,27.0,37.51,1012.77,14.0,4.0,Basic,Credit Card,North,1
48.0,68.0,69.62,4734.16,1.0,3.0,Standard,Bank Transfer,East,0
33.0,33.0,14.56,480.48,12.0,2.0,Basic,Cash,East,0
34.0,27.0,,,14.0,4.0,Standard,Credit Card,East,0
47.0,18.0,69.0,1242.0,0.0,4.0,Standard,Bank Transfer,East,0
36.0,14.0,28.36,397.04,,4.0,Basic,Bank Transfer,East,1
44.0,34.0,46.52,1581.68,0.0,4.0,Basic,Cash,West,0
52.0,46.0,96.68,4447.28,3.0,3.0,Premium,Credit Card,East,0
45.0,61.0,52.28,3189.08,5.0,4.0,Basic,Cash,West,0
53.0,14.0,79.99,1119.86,11.0,5.0,Standard,Bank Transfer,North,0
60.0,15.0,,,8.0,5.0,Standard,Cash,West,1
25.0,20.0,73.49,1469.8,2.0,2.0,Standard,Cash,West,0
24.0,35.0,37.86,1325.1,7.0,3.0,Basic,Cash,West,0
41.0,29.0,74.37,2156.73,11.0,1.0,Standard,Credit Card,South,0
55.0,10.0,64.13,641.3,3.0,4.0,Standard,Cash,North,0
61.0,54.0,41.1,2219.4,4.0,5.0,Basic,Credit Card,North,0
41.0,40.0,35.84,1433.6,13.0,2.0,Basic,Cash,North,1
61.0,39.0,31.32,1221.48,2.0,4.0,Basic,Credit Card,North,0
27.0,3.0,44.21,132.63,4.0,1.0,Basic,Cash,South,1
54.0,40.0,26.1,1044.0,5.0,4.0,Basic,Prepaid,North,0
53.0,42.0,101.04,4243.68,9.0,1.0,Premium,Credit Card,North,0
60.0,35.0,79.11,2768.85,8.0,1.0,Standard,Credit Card,South,0
18.0,20.0,26.3,526.0,7.0,2.0,Basic,Cash,North,0
53.0,68.0,38.76,2635.68,8.0,4.0,Basic,Credit Card,East,0
45.0,48.0,44.38,2130.24,10.0,5.0,Basic,Bank Transfer,South,1
61.0,71.0,,,5.0,3.0,Standard,Bank Transfer,East,0
61.0,48.0,26.45,1269.6,5.0,3.0,Basic,Credit Card,West,1
36.0,36.0,28.65,1031.4,11.0,3.0,Basic,Prepaid,West,1
47.0,15.0,42.66,639.9,5.0,5.0,Basic,Prepaid,North,1
21.0,38.0,80.22,3048.36,7.0,3.0,Standard,Cash,North,0
23.0,42.0,11.44,480.48,2.0,1.0,Basic,Credit Card,West,0
22.0,0.0,29.0,0.0,6.0,2.0,Basic,Prepaid,West,1
51.0,34.0,39.45,1341.3,13.0,4.0,Basic,Bank Transfer,West,1
48.0,54.0,38.96,2103.84,10.0,2.0,Basic,Bank Transfer,South,1
65.0,14.0,112.41,1573.74,13.0,3.0,Premium,Prepaid,West,1
18.0,50.0,65.06,3253.0,10.0,3.0,Standard,Credit Card,East,1
61.0,67.0,60.19,4032.73,8.0,4.0,Standard,Bank Transfer,East,0
61.0,5.0,38.57,192.85,14.0,2.0,Basic,Prepaid,South,1
26.0,65.0,,,13.0,4.0,Standard,Credit Card,East,0
27.0,9.0,25.41,228.69,0.0,5.0,Basic,Credit Card,East,1
60.0,27.0,38.75,1046.25,2.0,2.0,Basic,Prepaid,North,0
60.0,4.0,41.39,165.56,14.0,4.0,Basic,Credit Card,East,1
60.0,59.0,28.36,1673.24,8.0,2.0,Basic,Credit Card,East,0
36.0,30.0,76.23,2286.9,3.0,1.0,Standard,Credit Card,South,0
60.0,35.0,64.48,2256.8,12.0,2.0,Standard,Credit Card,East,0
23.0,40.0,27.12,1084.8,1.0,1.0,Basic,Bank Transfer,West,0
69.0,41.0,82.91,3399.31,8.0,3.0,Standard,Prepaid,South,1
37.0,5.0,135.31,676.55,9.0,5.0,Premium,Credit Card,South,1
26.0,10.0,25.26,252.6,0.0,3.0,Basic,Bank Transfer,East,0
18.0,68.0,19.99,1359.32,3.0,1.0,Basic,Prepaid,East,0
56.0,41.0,106.94,4384.54,11.0,4.0,Premium,Prepaid,East,0
28.0,3.0,42.7,128.1,9.0,5.0,Basic,Credit Card,East,0
18.0,11.0,33.37,367.07,0.0,1.0,Basic,Cash,North,1
25.0,11.0,33.18,364.98,6.0,3.0,Basic,Prepaid,West,0
40.0,14.0,83.2,1164.8,6.0,5.0,Standard,Cash,South,1
68.0,56.0,74.26,4158.56,14.0,5.0,Standard,Prepaid,East,1
48.0,10.0,41.65,416.5,,4.0,Basic,Prepaid,North,1
40.0,47.0,29.19,1371.93,11.0,3.0,Basic,Prepaid,East,0
46.0,49.0,71.22,3489.78,3.0,5.0,Standard,Prepaid,East,0
46.0,61.0,72.37,4414.57,6.0,1.0,Standard,Cash,North,0
26.0,49.0,44.11,2161.39,11.0,4.0,Basic,Bank Transfer,South,1
20.0,65.0,82.36,5353.4,10.0,3.0,Premium,Credit Card,North,0
26.0,12.0,30.35,364.2,2.0,2.0,Basic,Bank Transfer,East,1
21.0,70.0,31.23,2186.1,0.0,4.0,Basic,Bank Transfer,South,0
56.0,32.0,78.28,2504.96,0.0,3.0,Standard,Credit Card,South,0
49.0,43.0,91.94,3953.42,7.0,1.0,Premium,Cash,North,0
